Column1;slugSeason;nameTeam;namePlayer;statusPlayer;isFinalSeason;isWaived;isOnRoster;isNonGuaranteed;isTeamOption;isPlayerOption;typeContractDetail;value;ID;FIRST_NAME;LAST_NAME;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;PTS;AST;REB;ALL_STAR_APPEARANCES;PIE
1094;2020-21;Sacramento Kings;Jabari Parker;W;0;0;0;0;0;0;Not With Team;6500000;203953;Jabari;Parker;Parker, Jabari;J. Parker;jabari-parker;15/03/1995 00:00;Duke;USA;Duke/USA;80;245;6;33;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;jabari_parker;2014;2020;N;Y;Y;2014;1;2;2.7;0.3;2;;0.037
1095;2020-21;Sacramento Kings;Jahmi'us Ramsey;current roster;0;0;1;0;0;0;Guaranteed;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1096;2021-22;Sacramento Kings;Jahmi'us Ramsey;current roster;0;0;1;0;0;0;Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097;2022-23;Sacramento Kings;Jahmi'us Ramsey;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;2023-24;Sacramento Kings;Jahmi'us Ramsey;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;2020-21;Sacramento Kings;Justin James;current roster;0;0;1;0;0;0;Guaranteed;1517981;1629713;Justin;James;James, Justin;J. James;justin-james;24/01/1997 00:00;Wyoming;USA;Wyoming/USA;79;190;1;10;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;justin_james;2019;2020;Y;Y;Y;2019;2;40;2.1;0.5;0.5;;0.051
1100;2021-22;Sacramento Kings;Justin James;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;1629713;Justin;James;James, Justin;J. James;justin-james;24/01/1997 00:00;Wyoming;USA;Wyoming/USA;79;190;1;10;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;justin_james;2019;2020;Y;Y;Y;2019;2;40;2.1;0.5;0.5;;0.051
1101;2022-23;Sacramento Kings;Justin James;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;1629713;Justin;James;James, Justin;J. James;justin-james;24/01/1997 00:00;Wyoming;USA;Wyoming/USA;79;190;1;10;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;justin_james;2019;2020;Y;Y;Y;2019;2;40;2.1;0.5;0.5;;0.051
1102;2020-21;Sacramento Kings;Marvin Bagley III;current roster;0;0;1;0;0;0;Guaranteed;8963640;1628963;Marvin;Bagley III;Bagley III, Marvin;M. Bagley III;marvin-bagley-iii;14/03/1999 00:00;Duke;USA;Duke/USA;83;235;2;35;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;marvin_bagley_iii;2018;2020;N;Y;Y;2018;1;2;13.9;0.9;7.4;;0.095
1103;2021-22;Sacramento Kings;Marvin Bagley III;current roster;0;0;1;0;0;0;Guaranteed;11312114;1628963;Marvin;Bagley III;Bagley III, Marvin;M. Bagley III;marvin-bagley-iii;14/03/1999 00:00;Duke;USA;Duke/USA;83;235;2;35;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;marvin_bagley_iii;2018;2020;N;Y;Y;2018;1;2;13.9;0.9;7.4;;0.095
1104;2022-23;Sacramento Kings;Marvin Bagley III;current roster;1;0;1;0;0;0;Qualifying Offer;14762309;1628963;Marvin;Bagley III;Bagley III, Marvin;M. Bagley III;marvin-bagley-iii;14/03/1999 00:00;Duke;USA;Duke/USA;83;235;2;35;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;marvin_bagley_iii;2018;2020;N;Y;Y;2018;1;2;13.9;0.9;7.4;;0.095
1105;2020-21;Sacramento Kings;Maurice Harkless;current roster;1;0;1;0;0;0;Guaranteed;3623000;203090;Maurice;Harkless;Harkless, Maurice;M. Harkless;maurice-harkless;11/05/1993 00:00;St. John's;USA;St. John's /USA;79;220;8;8;Forward-Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;maurice_harkless;2012;2020;N;Y;Y;2012;1;15;1.4;0.6;1.2;;0.023
1106;2020-21;Sacramento Kings;Mfiondu Kabengele;W;0;0;0;0;0;0;Not With Team;2075880;1629662;Mfiondu;Kabengele;Kabengele, Mfiondu;M. Kabengele;mfiondu-kabengele;14/08/1997 00:00;Florida State;Canada;Florida State/Canada;81;250;1;25;Forward-Center;Active;Y;1610612758;Kings;SAC;kings;Sacramento;mfiondu_kabengele;2019;2020;Y;Y;Y;2019;1;27;1.2;0.2;0.6;;0.003
1107;2020-21;Sacramento Kings;Norvel Pelle;E;0;0;0;0;0;0;Not With Team;99020;203658;Norvel;Pelle;Pelle, Norvel;N. Pelle;norvel-pelle;3/02/1993 00:00;Iona;USA;Iona/USA;82;231;1;;Center;Inactive;Y;0;;;;;norvel_pelle;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;2.3;0.3;2;;-0.012
1108;2020-21;Sacramento Kings;Richaun Holmes;current roster;1;0;1;0;0;0;Guaranteed;5005350;1626158;Richaun;Holmes;Holmes, Richaun;R. Holmes;richaun-holmes;15/10/1993 00:00;Bowling Green;USA;Bowling Green/USA;82;235;5;22;Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;richaun_holmes;2015;2020;Y;Y;Y;2015;2;37;13.9;1.8;8.8;;0.119
1109;2020-21;Sacramento Kings;Robert Woodard II;current roster;0;0;1;0;0;0;Guaranteed;1500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;2021-22;Sacramento Kings;Robert Woodard II;current roster;0;0;1;0;0;0;Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;2022-23;Sacramento Kings;Robert Woodard II;current roster;1;0;1;1;0;0;Non-Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;2023-24;Sacramento Kings;Robert Woodard II;current roster;0;0;1;0;1;0;Team Option;1930631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;2020-21;Sacramento Kings;Terence Davis;current roster;0;0;1;0;0;0;Guaranteed;1517981;1629056;Terence;Davis;Davis, Terence;T. Davis;terence-davis;16/05/1997 00:00;Mississippi;USA;Mississippi/USA;76;201;1;0;Guard;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;terence_davis;2019;2020;N;Y;Y;Undrafted;Undrafted;Undrafted;7;1.1;2;;0.075
1114;2021-22;Sacramento Kings;Terence Davis;current roster;1;0;1;0;0;0;Qualifying Offer;1897476;1629056;Terence;Davis;Davis, Terence;T. Davis;terence-davis;16/05/1997 00:00;Mississippi;USA;Mississippi/USA;76;201;1;0;Guard;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;terence_davis;2019;2020;N;Y;Y;Undrafted;Undrafted;Undrafted;7;1.1;2;;0.075
1115;2020-21;Sacramento Kings;Tyrese Haliburton;current roster;0;0;1;0;0;0;Guaranteed;3831840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;2021-22;Sacramento Kings;Tyrese Haliburton;current roster;0;0;1;0;0;0;Guaranteed;4023600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;2022-23;Sacramento Kings;Tyrese Haliburton;current roster;0;0;1;0;1;0;Team Option;4215120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;2023-24;Sacramento Kings;Tyrese Haliburton;current roster;0;0;1;0;1;0;Team Option;5808435;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1119;2024-25;Sacramento Kings;Tyrese Haliburton;current roster;1;0;1;0;0;0;Qualifying Offer;7992407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;2020-21;San Antonio Spurs;Cameron Reynolds;E;0;0;0;0;0;0;Not With Team;110998;1629244;Cameron;Reynolds;Reynolds, Cameron;C. Reynolds;cameron-reynolds;7/02/1995 00:00;Tulane;USA;Tulane/USA;79;225;1;13;Guard-Forward;Inactive;Y;1610612749;Bucks;MIL;bucks;Milwaukee;cameron_reynolds;2018;2019;Y;Y;Y;Undrafted;Undrafted;Undrafted;5;0.7;1.6;0;
1121;2020-21;San Antonio Spurs;Dejounte Murray;current roster;0;0;1;0;0;0;Guaranteed;14286000;1627749;Dejounte;Murray;Murray, Dejounte;D. Murray;dejounte-murray;19/09/1996 00:00;Washington;USA;Washington/USA;76;180;3;5;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;dejounte_murray;2016;2020;Y;Y;Y;2016;1;29;15.6;5.1;7;;0.125
1122;2021-22;San Antonio Spurs;Dejounte Murray;current roster;0;0;1;0;0;0;Guaranteed;15428880;1627749;Dejounte;Murray;Murray, Dejounte;D. Murray;dejounte-murray;19/09/1996 00:00;Washington;USA;Washington/USA;76;180;3;5;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;dejounte_murray;2016;2020;Y;Y;Y;2016;1;29;15.6;5.1;7;;0.125
1123;2022-23;San Antonio Spurs;Dejounte Murray;current roster;0;0;1;0;0;0;Guaranteed;16571120;1627749;Dejounte;Murray;Murray, Dejounte;D. Murray;dejounte-murray;19/09/1996 00:00;Washington;USA;Washington/USA;76;180;3;5;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;dejounte_murray;2016;2020;Y;Y;Y;2016;1;29;15.6;5.1;7;;0.125
1124;2023-24;San Antonio Spurs;Dejounte Murray;current roster;1;0;1;0;0;0;Guaranteed;17714000;1627749;Dejounte;Murray;Murray, Dejounte;D. Murray;dejounte-murray;19/09/1996 00:00;Washington;USA;Washington/USA;76;180;3;5;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;dejounte_murray;2016;2020;Y;Y;Y;2016;1;29;15.6;5.1;7;;0.125
1125;2020-21;San Antonio Spurs;DeMar DeRozan;current roster;1;0;1;0;0;0;Guaranteed;27739975;201942;DeMar;DeRozan;DeRozan, DeMar;D. DeRozan;demar-derozan;7/08/1989 00:00;Southern California;USA;Southern California/USA;78;220;11;10;Guard-Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;demar_derozan;2009;2020;N;Y;Y;2009;1;9;20.6;7.4;4.5;;0.144
1126;2020-21;San Antonio Spurs;DeMarre Carroll;W;0;0;0;0;0;0;Not With Team;6119676;201960;DeMarre;Carroll;Carroll, DeMarre;D. Carroll;demarre-carroll;27/07/1986 00:00;Missouri;USA;Missouri/USA;78;215;11;9;Forward;Inactive;N;1610612745;Rockets;HOU;rockets;Houston;demarre_carroll;2009;2019;Y;Y;Y;2009;1;27;8.9;1.3;4.2;0;
1127;2021-22;San Antonio Spurs;DeMarre Carroll;W;0;0;0;0;0;0;Not With Team;1242340;201960;DeMarre;Carroll;Carroll, DeMarre;D. Carroll;demarre-carroll;27/07/1986 00:00;Missouri;USA;Missouri/USA;78;215;11;9;Forward;Inactive;N;1610612745;Rockets;HOU;rockets;Houston;demarre_carroll;2009;2019;Y;Y;Y;2009;1;27;8.9;1.3;4.2;0;
1128;2020-21;San Antonio Spurs;Derrick White;current roster;0;0;1;0;0;0;Guaranteed;3516284;1628401;Derrick;White;White, Derrick;D. White;derrick-white;2/07/1994 00:00;Colorado;USA;Colorado/USA;76;190;3;4;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;derrick_white;2017;2020;Y;Y;Y;2017;1;29;12.8;3.4;2.4;;0.076
1129;2021-22;San Antonio Spurs;Derrick White;current roster;0;0;1;0;0;0;Guaranteed;15678571;1628401;Derrick;White;White, Derrick;D. White;derrick-white;2/07/1994 00:00;Colorado;USA;Colorado/USA;76;190;3;4;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;derrick_white;2017;2020;Y;Y;Y;2017;1;29;12.8;3.4;2.4;;0.076
1130;2022-23;San Antonio Spurs;Derrick White;current roster;0;0;1;0;0;0;Guaranteed;16892857;1628401;Derrick;White;White, Derrick;D. White;derrick-white;2/07/1994 00:00;Colorado;USA;Colorado/USA;76;190;3;4;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;derrick_white;2017;2020;Y;Y;Y;2017;1;29;12.8;3.4;2.4;;0.076
1131;2023-24;San Antonio Spurs;Derrick White;current roster;0;0;1;0;0;0;Guaranteed;18107143;1628401;Derrick;White;White, Derrick;D. White;derrick-white;2/07/1994 00:00;Colorado;USA;Colorado/USA;76;190;3;4;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;derrick_white;2017;2020;Y;Y;Y;2017;1;29;12.8;3.4;2.4;;0.076
1132;2024-25;San Antonio Spurs;Derrick White;current roster;1;0;1;0;0;0;Guaranteed;19321429;1628401;Derrick;White;White, Derrick;D. White;derrick-white;2/07/1994 00:00;Colorado;USA;Colorado/USA;76;190;3;4;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;derrick_white;2017;2020;Y;Y;Y;2017;1;29;12.8;3.4;2.4;;0.076
1133;2020-21;San Antonio Spurs;Devin Vassell;current roster;0;0;1;0;0;0;Guaranteed;4033440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1134;2021-22;San Antonio Spurs;Devin Vassell;current roster;0;0;1;0;0;0;Guaranteed;4235160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1135;2022-23;San Antonio Spurs;Devin Vassell;current roster;0;0;1;0;1;0;Team Option;4437000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136;2023-24;San Antonio Spurs;Devin Vassell;current roster;0;0;1;0;1;0;Team Option;5887899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137;2024-25;San Antonio Spurs;Devin Vassell;current roster;1;0;1;0;0;0;Qualifying Offer;8060534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1138;2020-21;San Antonio Spurs;Drew Eubanks;current roster;0;0;1;0;0;0;Guaranteed;1620564;1629234;Drew;Eubanks;Eubanks, Drew;D. Eubanks;drew-eubanks;1/02/1997 00:00;Oregon State;USA;Oregon State/USA;81;245;2;14;Forward-Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;drew_eubanks;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.6;0.9;3.2;;0.089
1139;2021-22;San Antonio Spurs;Drew Eubanks;current roster;0;0;1;1;0;0;Non-Guaranteed;1762796;1629234;Drew;Eubanks;Eubanks, Drew;D. Eubanks;drew-eubanks;1/02/1997 00:00;Oregon State;USA;Oregon State/USA;81;245;2;14;Forward-Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;drew_eubanks;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.6;0.9;3.2;;0.089
1140;2022-23;San Antonio Spurs;Drew Eubanks;current roster;1;0;1;1;0;0;Non-Guaranteed;1910860;1629234;Drew;Eubanks;Eubanks, Drew;D. Eubanks;drew-eubanks;1/02/1997 00:00;Oregon State;USA;Oregon State/USA;81;245;2;14;Forward-Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;drew_eubanks;2018;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.6;0.9;3.2;;0.089
1141;2020-21;San Antonio Spurs;Gorgui Dieng;current roster;1;0;1;0;0;0;Guaranteed;1000000;203476;Gorgui;Dieng;Dieng, Gorgui;G. Dieng;gorgui-dieng;18/01/1990 00:00;Louisville;Senegal;Louisville/Senegal;82;252;7;14;Center;Active;Y;1610612763;Grizzlies;MEM;grizzlies;Memphis;gorgui_dieng;2013;2020;N;Y;Y;2013;1;21;7.9;1.3;4.5;;0.124
1142;2020-21;San Antonio Spurs;Jakob Poeltl;current roster;0;0;1;0;0;0;Guaranteed;8101852;1627751;Jakob;Poeltl;Poeltl, Jakob;J. Poeltl;jakob-poeltl;15/10/1995 00:00;Utah;Austria;Utah/Austria;85;245;4;25;Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;jakob_poeltl;2016;2020;Y;Y;Y;2016;1;9;7.1;1.8;7.8;;0.099
1143;2021-22;San Antonio Spurs;Jakob Poeltl;current roster;0;0;1;0;0;0;Guaranteed;8750000;1627751;Jakob;Poeltl;Poeltl, Jakob;J. Poeltl;jakob-poeltl;15/10/1995 00:00;Utah;Austria;Utah/Austria;85;245;4;25;Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;jakob_poeltl;2016;2020;Y;Y;Y;2016;1;9;7.1;1.8;7.8;;0.099
1144;2022-23;San Antonio Spurs;Jakob Poeltl;current roster;1;0;1;0;0;0;Guaranteed;9398148;1627751;Jakob;Poeltl;Poeltl, Jakob;J. Poeltl;jakob-poeltl;15/10/1995 00:00;Utah;Austria;Utah/Austria;85;245;4;25;Center;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;jakob_poeltl;2016;2020;Y;Y;Y;2016;1;9;7.1;1.8;7.8;;0.099
1145;2020-21;San Antonio Spurs;Keldon Johnson;current roster;0;0;1;0;0;0;Guaranteed;2048040;1629640;Keldon;Johnson;Johnson, Keldon;K. Johnson;keldon-johnson;11/10/1999 00:00;Kentucky;USA;Kentucky/USA;77;220;1;3;Forward-Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;keldon_johnson;2019;2020;Y;Y;Y;2019;1;29;13.9;2;6.5;;0.1
1146;2021-22;San Antonio Spurs;Keldon Johnson;current roster;0;0;1;0;0;0;Guaranteed;2145720;1629640;Keldon;Johnson;Johnson, Keldon;K. Johnson;keldon-johnson;11/10/1999 00:00;Kentucky;USA;Kentucky/USA;77;220;1;3;Forward-Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;keldon_johnson;2019;2020;Y;Y;Y;2019;1;29;13.9;2;6.5;;0.1
1147;2022-23;San Antonio Spurs;Keldon Johnson;current roster;0;0;1;0;1;0;Team Option;3873025;1629640;Keldon;Johnson;Johnson, Keldon;K. Johnson;keldon-johnson;11/10/1999 00:00;Kentucky;USA;Kentucky/USA;77;220;1;3;Forward-Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;keldon_johnson;2019;2020;Y;Y;Y;2019;1;29;13.9;2;6.5;;0.1
1148;2023-24;San Antonio Spurs;Keldon Johnson;current roster;1;0;1;0;0;0;Qualifying Offer;5809538;1629640;Keldon;Johnson;Johnson, Keldon;K. Johnson;keldon-johnson;11/10/1999 00:00;Kentucky;USA;Kentucky/USA;77;220;1;3;Forward-Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;keldon_johnson;2019;2020;Y;Y;Y;2019;1;29;13.9;2;6.5;;0.1
1149;2020-21;San Antonio Spurs;LaMarcus Aldridge;W;0;0;0;0;0;0;Not With Team;16750000;200746;LaMarcus;Aldridge;Aldridge, LaMarcus;L. Aldridge;lamarcus-aldridge;19/07/1985 00:00;Texas;USA;Texas/USA;83;250;14;12;Center-Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;lamarcus_aldridge;2006;2020;N;Y;Y;2006;1;2;13.7;1.7;4.5;;0.096
1150;2020-21;San Antonio Spurs;Lonnie Walker;current roster;0;0;1;0;0;0;Guaranteed;2892000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151;2021-22;San Antonio Spurs;Lonnie Walker;current roster;0;0;1;0;0;0;Guaranteed;4447896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1152;2022-23;San Antonio Spurs;Lonnie Walker;current roster;1;0;1;0;0;0;Qualifying Offer;6311564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;2020-21;San Antonio Spurs;Luka Samanic;current roster;0;0;1;0;0;0;Guaranteed;2824320;1629677;Luka;Samanic;Samanic, Luka;L. Samanic;luka-samanic;9/01/2000 00:00;Union Olimpija;Croatia;Union Olimpija/Croatia;82;227;1;19;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;luka_samanic;2019;2020;Y;Y;Y;2019;1;19;3.8;0.2;2.5;;0.077
1154;2021-22;San Antonio Spurs;Luka Samanic;current roster;0;0;1;0;0;0;Guaranteed;2959080;1629677;Luka;Samanic;Samanic, Luka;L. Samanic;luka-samanic;9/01/2000 00:00;Union Olimpija;Croatia;Union Olimpija/Croatia;82;227;1;19;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;luka_samanic;2019;2020;Y;Y;Y;2019;1;19;3.8;0.2;2.5;;0.077
1155;2022-23;San Antonio Spurs;Luka Samanic;current roster;0;0;1;0;1;0;Team Option;4556983;1629677;Luka;Samanic;Samanic, Luka;L. Samanic;luka-samanic;9/01/2000 00:00;Union Olimpija;Croatia;Union Olimpija/Croatia;82;227;1;19;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;luka_samanic;2019;2020;Y;Y;Y;2019;1;19;3.8;0.2;2.5;;0.077
1156;2023-24;San Antonio Spurs;Luka Samanic;current roster;1;0;1;0;0;0;Qualifying Offer;6498258;1629677;Luka;Samanic;Samanic, Luka;L. Samanic;luka-samanic;9/01/2000 00:00;Union Olimpija;Croatia;Union Olimpija/Croatia;82;227;1;19;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;luka_samanic;2019;2020;Y;Y;Y;2019;1;19;3.8;0.2;2.5;;0.077
1157;2020-21;San Antonio Spurs;Marquese Chriss;W;0;0;0;0;0;0;Not With Team;1824003;1627737;Marquese;Chriss;Chriss, Marquese;M. Chriss;marquese-chriss;2/07/1997 00:00;Washington;USA;Washington/USA;81;240;4;32;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;marquese_chriss;2016;2020;N;Y;Y;2016;1;8;6.5;1;6.5;;0.11
1158;2020-21;San Antonio Spurs;Patty Mills;current roster;1;0;1;0;0;0;Guaranteed;13535714;201988;Patty;Mills;Mills, Patty;P. Mills;patty-mills;11/08/1988 00:00;St.Mary's College of California;Australia;St.Mary's College of California/Australia;73;180;11;8;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;patty_mills;2009;2020;Y;Y;Y;2009;2;55;12.9;2.5;1.8;;0.095
1159;2021-22;San Antonio Spurs;Quinndary Weatherspoon;current roster;1;0;1;0;0;0;Qualifying Offer;1669178;1629683;Quinndary;Weatherspoon;Weatherspoon, Quinndary;Q. Weatherspoon;quinndary-weatherspoon;10/09/1996 00:00;Mississippi State;USA;Mississippi State/USA;75;205;1;15;Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;quinndary_weatherspoon;2019;2020;Y;Y;Y;2019;2;49;0.8;0.5;0.4;;-0.011
1160;2020-21;San Antonio Spurs;Rudy Gay;current roster;1;0;1;0;0;0;Guaranteed;14500000;200752;Rudy;Gay;Gay, Rudy;R. Gay;rudy-gay;17/08/1986 00:00;Connecticut;USA;Connecticut/USA;80;250;14;22;Forward-Guard;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;rudy_gay;2006;2020;N;Y;Y;2006;1;8;10.9;1.5;4.9;;0.105
1161;2020-21;San Antonio Spurs;Tre Jones;current roster;0;0;1;0;0;0;Guaranteed;898310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;2021-22;San Antonio Spurs;Tre Jones;current roster;0;0;1;0;0;0;Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1163;2022-23;San Antonio Spurs;Tre Jones;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164;2023-24;San Antonio Spurs;Tre Jones;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165;2020-21;San Antonio Spurs;Trey Lyles;current roster;1;0;1;0;0;0;Guaranteed;5500000;1626168;Trey;Lyles;Lyles, Trey;T. Lyles;trey-lyles;5/11/1995 00:00;Kentucky;Canada;Kentucky/Canada;81;234;5;41;Forward;Active;Y;1610612759;Spurs;SAS;spurs;San Antonio;trey_lyles;2015;2020;N;Y;Y;2015;1;12;5;0.6;3.8;;0.1
1166;2020-21;Toronto Raptors;Alex Len;W;0;0;0;0;0;0;Not With Team;2258000;203458;Alex;Len;Len, Alex;A. Len;alex-len;16/06/1993 00:00;Maryland;Ukraine;Maryland/Ukraine;84;250;7;27;Center;Active;Y;1610612764;Wizards;WAS;wizards;Washington;alex_len;2013;2020;N;Y;Y;2013;1;5;6.1;0.9;3.6;;0.099
1167;2020-21;Toronto Raptors;Aron Baynes;current roster;0;0;1;0;0;0;Guaranteed;7000000;203382;Aron;Baynes;Baynes, Aron;A. Baynes;aron-baynes;9/12/1986 00:00;Washington State;Australia;Washington State/Australia;82;260;8;46;Center-Forward;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;aron_baynes;2012;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;6.1;0.9;5.5;;0.067
1168;2021-22;Toronto Raptors;Aron Baynes;current roster;1;0;1;1;0;0;Non-Guaranteed;7350000;203382;Aron;Baynes;Baynes, Aron;A. Baynes;aron-baynes;9/12/1986 00:00;Washington State;Australia;Washington State/Australia;82;260;8;46;Center-Forward;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;aron_baynes;2012;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;6.1;0.9;5.5;;0.067
1169;2020-21;Toronto Raptors;Chris Boucher;current roster;0;0;1;0;0;0;Guaranteed;6500000;1628449;Chris;Boucher;Boucher, Chris;C. Boucher;chris-boucher;11/01/1993 00:00;Oregon;Saint Lucia;Oregon/Saint Lucia;81;200;3;25;Forward-Center;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;chris_boucher;2017;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;13.8;1;6.4;;0.134
1170;2021-22;Toronto Raptors;Chris Boucher;current roster;1;0;1;1;0;0;Non-Guaranteed;7020000;1628449;Chris;Boucher;Boucher, Chris;C. Boucher;chris-boucher;11/01/1993 00:00;Oregon;Saint Lucia;Oregon/Saint Lucia;81;200;3;25;Forward-Center;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;chris_boucher;2017;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;13.8;1;6.4;;0.134
1171;2020-21;Toronto Raptors;DeAndre' Bembry;current roster;0;0;1;0;0;0;Guaranteed;1737145;1627761;DeAndre';Bembry;Bembry, DeAndre';D. Bembry;deandre-bembry;4/07/1994 00:00;St. Joseph's (PA);USA;St. Joseph's (PA)/USA;77;210;4;95;Guard-Forward;Active;Y;1610612761;Raptors;TOR;raptors;Toronto;deandre'_bembry;2016;2020;Y;Y;Y;2016;1;21;4.6;1.9;2.3;;0.068
